uri,startLine,endLine,id,name,text
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3943,3943,slither_0_11_3_solc_version,solc-version,"Version constraint ^0.8.0 contains known severe issues (https://solidity.readthedocs.io/en/latest/bugs.html)
	- FullInlinerNonExpressionSplitArgumentEvaluationOrder
	- MissingSideEffectsOnSelectorAccess
	- AbiReencodingHeadOverflowWithStaticArrayCleanup
	- DirtyBytesArrayToStorage
	- DataLocationChangeInInternalOverride
	- NestedCalldataArrayAbiReencodingSizeValidation
	- SignedImmutables
	- ABIDecodeTwoDimensionalArrayMemory
	- KeccakCaching.
It is used by:
	- ^0.8.0 (../sb/SupplyChain_F.sol#3943)
"
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3943,3943,smartcheck_SOLIDITY_PRAGMAS_VERSION,SOLIDITY_PRAGMAS_VERSION,"SOLIDITY_PRAGMAS_VERSION
Severity: 1"
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3945,3992,slither_0_11_3_missing_inheritance,missing-inheritance,"Prescriptions (../sb/SupplyChain_F.sol#3945-3992) should inherit from IPrescriptions (../sb/SupplyChain_F.sol#4159-4171)
"
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3946,3946,slither_0_11_3_immutable_states,immutable-states,"Prescriptions.managerContract (../sb/SupplyChain_F.sol#3946) should be immutable 
"
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3958,3958,oyente_060ca34_Integer_Underflow,Integer Underflow,Integer Underflow
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3961,3961,smartcheck_SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA,SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA,"SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA
Severity: 1"
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3963,3963,smartcheck_SOLIDITY_VISIBILITY,SOLIDITY_VISIBILITY,"SOLIDITY_VISIBILITY
Severity: 1"
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3963,3963,slither_0_11_3_missing_zero_check,missing-zero-check,"Prescriptions.constructor(address).managerAddress (../sb/SupplyChain_F.sol#3963) lacks a zero-check on :
		- managerContract = managerAddress (../sb/SupplyChain_F.sol#3964)
"
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3963,3963,semgrep_1_131_0_1_2_1_non_payable_constructor,non-payable-constructor,Consider making costructor payable to save gas.
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3964,3964,semgrep_1_131_0_1_2_1_non_payable_constructor,non-payable-constructor,Consider making costructor payable to save gas.
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3965,3965,semgrep_1_131_0_1_2_1_non_payable_constructor,non-payable-constructor,Consider making costructor payable to save gas.
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3967,3979,slither_0_11_3_naming_convention,naming-convention,"Function Prescriptions._prescribe(address,address,string,uint256) (../sb/SupplyChain_F.sol#3967-3979) is not in mixedCase
"
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3967,3967,slither_0_11_3_naming_convention,naming-convention,"Parameter Prescriptions._prescribe(address,address,string,uint256)._dose (../sb/SupplyChain_F.sol#3967) is not in mixedCase
"
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3967,3967,slither_0_11_3_naming_convention,naming-convention,"Parameter Prescriptions._prescribe(address,address,string,uint256)._medicine (../sb/SupplyChain_F.sol#3967) is not in mixedCase
"
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3968,3968,semgrep_1_131_0_1_2_1_use_custom_error_not_require,use-custom-error-not-require,Consider using custom errors as they are more gas efficient while allowing developers  to describe the error in detail using NatSpec.
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3968,3968,semgrep_1_131_0_1_2_1_use_short_revert_string,use-short-revert-string,Shortening revert strings to fit in 32 bytes will decrease gas costs for deployment and  gas costs when the revert condition has been met.
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3969,3969,semgrep_1_131_0_1_2_1_use_prefix_increment_not_postfix,use-prefix-increment-not-postfix,Consider using the prefix increment expression whenever the return value is not needed. The prefix increment expression is cheaper in terms of gas.
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3981,3985,slither_0_11_3_naming_convention,naming-convention,"Function Prescriptions._getPrescription(address,uint256) (../sb/SupplyChain_F.sol#3981-3985) is not in mixedCase
"
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3982,3982,semgrep_1_131_0_1_2_1_use_custom_error_not_require,use-custom-error-not-require,Consider using custom errors as they are more gas efficient while allowing developers  to describe the error in detail using NatSpec.
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3982,3982,semgrep_1_131_0_1_2_1_use_short_revert_string,use-short-revert-string,Shortening revert strings to fit in 32 bytes will decrease gas costs for deployment and  gas costs when the revert condition has been met.
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3983,3983,semgrep_1_131_0_1_2_1_use_custom_error_not_require,use-custom-error-not-require,Consider using custom errors as they are more gas efficient while allowing developers  to describe the error in detail using NatSpec.
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3983,3983,semgrep_1_131_0_1_2_1_use_multiple_require,use-multiple-require,"Using multiple require statements is cheaper than using && multiple check combinations.  There are more advantages, such as easier to read code and better coverage reports."
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3988,3988,semgrep_1_131_0_1_2_1_use_short_revert_string,use-short-revert-string,Shortening revert strings to fit in 32 bytes will decrease gas costs for deployment and  gas costs when the revert condition has been met.
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3988,3988,semgrep_1_131_0_1_2_1_use_custom_error_not_require,use-custom-error-not-require,Consider using custom errors as they are more gas efficient while allowing developers  to describe the error in detail using NatSpec.
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3989,3989,semgrep_1_131_0_1_2_1_use_multiple_require,use-multiple-require,"Using multiple require statements is cheaper than using && multiple check combinations.  There are more advantages, such as easier to read code and better coverage reports."
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3989,3989,semgrep_1_131_0_1_2_1_use_custom_error_not_require,use-custom-error-not-require,Consider using custom errors as they are more gas efficient while allowing developers  to describe the error in detail using NatSpec.
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3994,4035,slither_0_11_3_missing_inheritance,missing-inheritance,"authorizationCertificates (../sb/SupplyChain_F.sol#3994-4035) should inherit from IAuthorizationCertificatesHospitals (../sb/SupplyChain_F.sol#4074-4076)
"
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3994,4035,slither_0_11_3_naming_convention,naming-convention,"Contract authorizationCertificates (../sb/SupplyChain_F.sol#3994-4035) is not in CapWords
"
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3994,4035,slither_0_11_3_missing_inheritance,missing-inheritance,"authorizationCertificates (../sb/SupplyChain_F.sol#3994-4035) should inherit from IAuthorizationCertificatesManufacturers (../sb/SupplyChain_F.sol#4173-4175)
"
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3999,3999,smartcheck_SOLIDITY_VISIBILITY,SOLIDITY_VISIBILITY,"SOLIDITY_VISIBILITY
Severity: 1"
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,3999,3999,semgrep_1_131_0_1_2_1_non_payable_constructor,non-payable-constructor,Consider making costructor payable to save gas.
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,4000,4000,semgrep_1_131_0_1_2_1_non_payable_constructor,non-payable-constructor,Consider making costructor payable to save gas.
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,4001,4001,semgrep_1_131_0_1_2_1_non_payable_constructor,non-payable-constructor,Consider making costructor payable to save gas.
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,4004,4004,semgrep_1_131_0_1_2_1_use_custom_error_not_require,use-custom-error-not-require,Consider using custom errors as they are more gas efficient while allowing developers  to describe the error in detail using NatSpec.
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,4004,4004,semgrep_1_131_0_1_2_1_use_short_revert_string,use-short-revert-string,Shortening revert strings to fit in 32 bytes will decrease gas costs for deployment and  gas costs when the revert condition has been met.
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,4009,4009,semgrep_1_131_0_1_2_1_use_custom_error_not_require,use-custom-error-not-require,Consider using custom errors as they are more gas efficient while allowing developers  to describe the error in detail using NatSpec.
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,4009,4009,semgrep_1_131_0_1_2_1_use_short_revert_string,use-short-revert-string,Shortening revert strings to fit in 32 bytes will decrease gas costs for deployment and  gas costs when the revert condition has been met.
/home/ryan/Documents/LLM/Code/LeChat/SupplyChain_F.sol,4014,4014,semgrep_1_131_0_1_2_1_use_custom_error_not_require,use-custom-error-not-require,Consider using custom errors as they are more gas efficient while allowing developers  to describe the error in detail using NatSpec.
