uri,startLine,endLine,id,name,text
/home/ryan/Documents/LLM/Code/ChatGPT/Cartorio_F.sol,4655,4655,smartcheck_SOLIDITY_PRAGMAS_VERSION,SOLIDITY_PRAGMAS_VERSION,"SOLIDITY_PRAGMAS_VERSION
Severity: 1"
/home/ryan/Documents/LLM/Code/ChatGPT/Cartorio_F.sol,4695,4700,slither_0_11_3_naming_convention,naming-convention,"Struct RealEstateNotary.request (../sb/Cartorio_F.sol#4695-4700) is not in CapWords
"
/home/ryan/Documents/LLM/Code/ChatGPT/Cartorio_F.sol,4709,4709,smartcheck_SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA,SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA,"SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA
Severity: 1"
/home/ryan/Documents/LLM/Code/ChatGPT/Cartorio_F.sol,4716,4716,smartcheck_SOLIDITY_VISIBILITY,SOLIDITY_VISIBILITY,"SOLIDITY_VISIBILITY
Severity: 1"
/home/ryan/Documents/LLM/Code/ChatGPT/Cartorio_F.sol,4716,4716,semgrep_1_131_0_1_2_1_non_payable_constructor,non-payable-constructor,Consider making costructor payable to save gas.
/home/ryan/Documents/LLM/Code/ChatGPT/Cartorio_F.sol,4717,4717,semgrep_1_131_0_1_2_1_non_payable_constructor,non-payable-constructor,Consider making costructor payable to save gas.
/home/ryan/Documents/LLM/Code/ChatGPT/Cartorio_F.sol,4718,4718,semgrep_1_131_0_1_2_1_non_payable_constructor,non-payable-constructor,Consider making costructor payable to save gas.
/home/ryan/Documents/LLM/Code/ChatGPT/Cartorio_F.sol,4735,4743,slither_0_11_3_assembly,assembly,"RealEstateNotary._getCartorioStorage() (../sb/Cartorio_F.sol#4735-4743) uses assembly
	- INLINE ASM (../sb/Cartorio_F.sol#4740-4742)
"
/home/ryan/Documents/LLM/Code/ChatGPT/Cartorio_F.sol,4735,4735,smartcheck_SOLIDITY_FUNCTIONS_RETURNS_TYPE_AND_NO_RETURN,SOLIDITY_FUNCTIONS_RETURNS_TYPE_AND_NO_RETURN,"SOLIDITY_FUNCTIONS_RETURNS_TYPE_AND_NO_RETURN
Severity: 1"
/home/ryan/Documents/LLM/Code/ChatGPT/Cartorio_F.sol,4735,4735,smartcheck_SOLIDITY_SHOULD_NOT_BE_PURE,SOLIDITY_SHOULD_NOT_BE_PURE,"SOLIDITY_SHOULD_NOT_BE_PURE
Severity: 1"
/home/ryan/Documents/LLM/Code/ChatGPT/Cartorio_F.sol,4740,4740,smartcheck_SOLIDITY_USING_INLINE_ASSEMBLY,SOLIDITY_USING_INLINE_ASSEMBLY,"SOLIDITY_USING_INLINE_ASSEMBLY
Severity: 1"
